Part	Description
PSM60CBK300EV03	Refurbished Toshiba TOSHIBA SATELLITE M60 PM750 1.86GHZ 100GB 512MB 17 TRUEBRITE WXGA DVD-RW WLAN WX Toshiba
PSM60E01101EBT	OEM Toshiba SAT M60-128/PM730 1600 512MB 60GB XPH Toshiba
PSM60E01101EBT	Refurbished Toshiba SAT M60-128/PM730 1600 512MB 60GB XPH Toshiba
PSM60U095021	Refurbished Toshiba M65-S809 PM-740-1.73 512 100 17 WXGA DVD-SUPER XPH Toshiba
PSM75CGM10XE	OEM Toshiba SATELLITE M70 PM 1.7/512/40/15.4 /CDRW-DVD/M/L/802.11AG/XPP Toshiba
PSM75CGM10XE	Refurbished Toshiba SATELLITE M70 PM 1.7/512/40/15.4 /CDRW-DVD/M/L/802.11AG/XPP Toshiba
PSMA0U02N007	OEM TOSHIBA SATELLITE M105-S3021 - CORE SOLO T1300 / 1.66 GHZ - CENTRINO - RAM : 512 MB - HD : 100 GB - DVD¦RW (¦R DL) / DVD-RAM - WLAN : 802.11A/B/G - WIN XP HOME - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMA0U02N007	Refurbished TOSHIBA SATELLITE M105-S3021 - CORE SOLO T1300 / 1.66 GHZ - CENTRINO - RAM : 512 MB - HD : 100 GB - DVD¦RW (¦R DL) / DVD-RAM - WLAN : 802.11A/B/G - WIN XP HOME - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMA0U02P00H	OEM TOSHIBA SATELLITE M105-S3004 - CORE DUO T2300 / 1.66 GHZ - CENTRINO DUO - RAM : 1 GB - HD : 100 GB - DVD¦RW (¦R DL) / DVD-RAM - GIGABIT ETHERNET - 802.11A/B/G - FINGERPRINT READER - WIN XP MCE 2005 - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMA0U02P00H	Refurbished TOSHIBA SATELLITE M105-S3004 - CORE DUO T2300 / 1.66 GHZ - CENTRINO DUO - RAM : 1 GB - HD : 100 GB - DVD¦RW (¦R DL) / DVD-RAM - GIGABIT ETHERNET - 802.11A/B/G - FINGERPRINT READER - WIN XP MCE 2005 - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) To
PSMA0U0EW01U	OEM TOSHIBA SATELLITE M105-S3084 - CORE DUO T2050 / 1.6 GHZ - CENTRINO DUO - RAM : 2 GB - HD : 120 GB - DVD¦RW (¦R DL) / DVD-RAM - GIGABIT ETHERNET - WLAN : 802.11A/B/G - FINGERPRINT - WIN XP MCE 2005 - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMA0U0EW01U	Refurbished TOSHIBA SATELLITE M105-S3084 - CORE DUO T2050 / 1.6 GHZ - CENTRINO DUO - RAM : 2 GB - HD : 120 GB - DVD¦RW (¦R DL) / DVD-RAM - GIGABIT ETHERNET - WLAN : 802.11A/B/G - FINGERPRINT - WIN XP MCE 2005 - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Tos
PSMA2U02K010	OEM TOSHIBA SATELLITE M105-S1021 - CELERON M 410 / 1.46 GHZ - RAM : 512 MB - HD : 80 GB - CD-RW / DVD - WLAN : 802.11B/G - WIN XP HOME - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMA2U02K010	Refurbished TOSHIBA SATELLITE M105-S1021 - CELERON M 410 / 1.46 GHZ - RAM : 512 MB - HD : 80 GB - CD-RW / DVD - WLAN : 802.11B/G - WIN XP HOME - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMB0U01F007	OEM TOSHIBA SATELLITE M115-S3154 - CORE DUO T2050 / 1.6 GHZ - CENTRINO DUO - RAM : 512 MB - HD : 80 GB - DVD¦RW (¦R DL) / DVD-RAM - WLAN : 802.11A/B/G - WIN XP MCE 2005 - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMB0U01F007	Refurbished TOSHIBA SATELLITE M115-S3154 - CORE DUO T2050 / 1.6 GHZ - CENTRINO DUO - RAM : 512 MB - HD : 80 GB - DVDï¿½RW (ï¿½R DL) / DVD-RAM - WLAN : 802.11A/B/G - WIN XP MCE 2005 - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMB6U00G005	OEM TOSHIBA SATELLITE M115-S1061 - CELERON M 420 / 1.6 GHZ - RAM : 512 MB - HD : 80 GB - CD-RW / DVD - WLAN : 802.11B/G - WIN XP HOME - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMB6U00G005	Refurbished TOSHIBA SATELLITE M115-S1061 - CELERON M 420 / 1.6 GHZ - RAM : 512 MB - HD : 80 GB - CD-RW / DVD - WLAN : 802.11B/G - WIN XP HOME - 14.1 WIDESCREEN TFT 1280 X 800 ( WXGA ) Toshiba
PSMC3U02X00W	OEM FACTORY-SEALED RETAIL TOSH SAT M205-S4805 NOTEBOOK Toshiba
PSMC3U02X00W	Refurbished FACTORY-SEALED RETAIL TOSH SAT M205-S4805 NOTEBOOK Toshiba
PSMC3U03M00R	OEM TOSH SAT M205-S7452 Toshiba
PSMC3U03M00R	Refurbished TOSH SAT M205-S7452 Toshiba
PSMD0C03S01C	OEM TOSHIBA SATELLITE M300-03S PENTIUM DUAL-CORE T2390 1.86GHZ 3GB 250GB DVD?RW DL 14.1'' VISTA HOME PREMIUM W/WEBCAM Toshiba
PSMD0C03S01C	Refurbished TOSHIBA SATELLITE M300-03S PENTIUM DUAL-CORE T2390 1.86GHZ 3GB 250GB DVD?RW DL 14.1'' VISTA HOME PREMIUM W/WEBCAM Toshiba
PSMD0U00V00K	OEM TOSHIBA SATELLITE M305-S4815 COREÖ2 DUO T5550 1.83GHZ 250GB 2048MB 14. Toshiba
PSMD0U00V00K	Refurbished TOSHIBA SATELLITE M305-S4815 COREÖ2 DUO T5550 1.83GHZ 250GB 2048MB 14. Toshiba
PSMD0U00W00K	OEM RETAIL SEALED TOSH SATELLITE M305-S4826 NOTEBOOK Toshiba
PSMD0U00W00K	Refurbished RETAIL SEALED TOSH SATELLITE M305-S4826 NOTEBOOK Toshiba
PSMD0U00Y00K	OEM TOSHIBA SATELLITE M305-S4822 COREÖ2 DUO T5550 1.83GHZ 250GB 3072MB 14. Toshiba
PSMD0U00Y00K	Refurbished TOSHIBA SATELLITE M305-S4822 COREÖ2 DUO T5550 1.83GHZ 250GB 3072MB 14. Toshiba
PSMD0U01000K	OEM RETAIL SEALED TOSH SATELLITE M305-S4819 NOTEBOOK Toshiba
PSMD0U01000K	Refurbished RETAIL SEALED TOSH SATELLITE M305-S4819 NOTEBOOK Toshiba
PSMD0U01Y00Q	OEM TOSHIBA SATELLITE M305-S4820 COREÖ2 DUO T5550 1.83GHZ 160GB 2048MB 14. Toshiba
PSMD0U01Y00Q	Refurbished TOSHIBA SATELLITE M305-S4820 COREÖ2 DUO T5550 1.83GHZ 160GB 2048MB 14. Toshiba
PSMD0U01Y00QM305S4820	OEM TOSHIBA SATELLITE M305-S4820 14.1 INCH CORE 2 DUO 1.83GHZ/ 2GB/ Toshiba
PSMD0U01Y00QM305S4820	Refurbished TOSHIBA SATELLITE M305-S4820 14.1 INCH CORE 2 DUO 1.83GHZ/ 2GB/ Toshiba
PSMD1U006005	OEM SATELLITE PRO M300-EZ1001X C2D TX1/160/14.1/DVDSM/XP PRO / 1YR WA Toshiba
PSMD1U006005	Refurbished SATELLITE PRO M300-EZ1001X C2D TX1/160/14.1/DVDSM/XP PRO / 1YR WA Toshiba
PSMD1U007005	OEM TOSHIBA SATELLITE PRO M300-S1002X COREÖ2 DUO T8300 2.4GHZ 160GB 2048MB Toshiba
PSMD1U007005	Refurbished TOSHIBA SATELLITE PRO M300-S1002X COREÖ2 DUO T8300 2.4GHZ 160GB 2048MB Toshiba
PSMD1U00F008	OEM SATELLITE PRO M300-S1002V T8300 2.4G 1GB 160GB DVD 14.1-WX WVB/XPP Toshiba
PSMD1U00F008	Refurbished SATELLITE PRO M300-S1002V T8300 2.4G 1GB 160GB DVD 14.1-WX WVB/XPP Toshiba
PSMD8U009009	OEM TOSHIBA SATELLITE M305-S4835 COREÖ2 DUO P7350 2.0GHZ 320GB 4096MB 14.1 Toshiba
PSMD8U009009	Refurbished TOSHIBA SATELLITE M305-S4835 COREÖ2 DUO P7350 2.0GHZ 320GB 4096MB 14.1 Toshiba
PSMD8U00L00N	OEM TOSHIBA SATELLITE M305-S4848 COREÖ2 DUO T5800 2.0GHZ 250GB 4096MB 14.1 Toshiba
PSMD8U00L00N	Refurbished TOSHIBA SATELLITE M305-S4848 COREÖ2 DUO T5800 2.0GHZ 250GB 4096MB 14.1 Toshiba
PSMDYU007004	OEM RETAIL SEALED TOSH SATELLITE M305D-S4828 NOTEBOOK Toshiba
PSMDYU007004	Refurbished RETAIL SEALED TOSH SATELLITE M305D-S4828 NOTEBOOK Toshiba
PSMDYU00C005	OEM RETAIL SEALED TOSH SATELLITE M305D-S4829 NOTEBOOK Toshiba
PSMDYU00C005	Refurbished RETAIL SEALED TOSH SATELLITE M305D-S4829 NOTEBOOK Toshiba
PSMDYU00D006	OEM TOSHIBA SATELLITE M305D-S4830 TURIONÖ 64 X2 ZM-80 2.1GHZ 250GB 4096MB Toshiba
PSMDYU00D006	Refurbished TOSHIBA SATELLITE M305D-S4830 TURIONÖ 64 X2 ZM-80 2.1GHZ 250GB 4096MB Toshiba
PSMDYU00E005	OEM TOSHIBA SATELLITE M305D-S4831 TURIONÖ 64 X2 RM-70 2.0GHZ 200GB 4096MB Toshiba
PSMDYU00E005	Refurbished TOSHIBA SATELLITE M305D-S4831 TURIONÖ 64 X2 RM-70 2.0GHZ 200GB 4096MB Toshiba
PSMQ1U00M01T	OEM PSMQ1U-00M01T 14" i3 640GB 4GB 4 (P745S4360) TNIB
PSMQ1U00M01T	Refurbished PSMQ1U-00M01T 14" i3 640GB 4GB 4 (P745S4360) TNIB
PSMQ1U00N01T	OEM PSMQ1U-00N01T 14" i5 750GB 6GB (P745S4380) TNIB
PSMQ1U00N01T	Refurbished PSMQ1U-00N01T 14" i5 750GB 6GB (P745S4380) TNIB
PSMQ1U04501T	OEM PSMQ1U-04501T P745-S4160 I3-2350M 2.3G 6GB SYST 640GB DVDRW 14IN WL W7HP 64BIT TNIB
PSMQ1U04501T	Refurbished PSMQ1U-04501T P745-S4160 I3-2350M 2.3G 6GB SYST 640GB DVDRW 14IN WL W7HP 64BIT TNIB
PSP10C07610	OEM Toshiba SAT P10 P4/3.0HT 80 512 15 DVD-CDRW 802.11G XPMC Toshiba
PSP10C07610F	OEM Toshiba 001 SATELLITE P10 P4 3GH 80GB FR 512MB 15.4TFT DVD-R/RW W/M/L XPMCE Toshiba
PSP10E0RCJMEN	OEM Toshiba TOSHIBA SATELLITE P10-304 P4 2.6 256MB 30GB 15.4IN WIDESCREEN COMBO XP HOME Toshiba
PSP10E0RCJMEN	Refurbished Toshiba SATELLITE P10-304 P4 2.6GHZ/256MB/30GB/15.4W TFT/DVD-CDRW/XP HE Toshiba
PSP10E3ZFETBT	OEM Toshiba SAT P10-221/P4 3000 512MB 60GB BE Toshiba
PSP10E3ZFETBTKIT	OEM Toshiba SAT P10-221/P4 3000 512MB 60GB BE Toshiba
PSP10U00UJPVB	Refurbished Toshiba SATELLITE P15-S409 P4-2.8GHZ 1 Toshiba
PSP10U0DUJPV	OEM Toshiba P15-S409 P4-2.8HT 512MB 60GB DVDRW 56K 10/100 802.11G 32MB 15.4WXGA XPH 8LBS 1YR Toshiba
PSP10U0DUJPV	Refurbished Toshiba TOSHIBA SATELLITE NOTEBOOK P15- S409 PIV2.8GHZ 512/60GB/ DVD-RW/56K 10-100/802.1 Toshiba
PSP10U0DUJPVB	Refurbished Toshiba TOSHIBA SATELLITE P15-S409 P4-2.8GHZ/ 512MB/ 60GB/ DVDRW/ 56K/ NIC/ WIFI/ 15.4IN Toshiba
PSP10U0DXPGR	OEM TOSHIBA SATELLITE P15-S479 (/) PENTIUM IV 2.8GHZ TFT 15.4INCH 60.0G 512/2048MB R
PSP10U0DXPGRB	Refurbished Toshiba P15-S479P4-2.8HT5126015.4WXGAXPMC Toshiba
PSP10U0GG	OEM Toshiba OPEN BOX SATELLITE P15-S470 P4-3H 512MB 60GB DVDRW TVT 56K 10/100 802.11G 64MB 1 Toshiba
PSP10U0GGPGR	OEM Toshiba SATELLITE P15-S470 P4-3.0GHZ 512MB 60GB DVD 7.9 LBS INTEL PENTIUM 4 (3 GHZ) 512M Toshiba
PSP10U0GGPGR	Refurbished Toshiba PENTIUM 4-3.0GHZ 512MB RAM 60GB HARD DRIVE DVD-RW/CD-RW COMBO DRIVE 56K MODEM NE Toshiba
PSP10U0GGPGRB	Refurbished Toshiba P15-S470P4-3.05126015.4WXGAXPH Toshiba
PSP10U10U6V3	Refurbished Toshiba P4 2.66 GHZ 60.0GB 512MB DVD/CDRW XP HOME NIC 15 TFT C Toshiba
PSP10U10U6V7	Refurbished Toshiba SATELLITE P25-S429 P4-2.66 GHZ 512MB/60GB/DVD-CDRW/56K/NIC/WI-FI/15.14WXGA/WXPP Toshiba
PSP10U10U6V7B	Refurbished Toshiba P4/2.66G/512/60/DVD-CDRW/M/N/WF/15.4" WXGA/WXP-PRO/FRB Toshiba
PSP10U3ZJ97V	OEM Toshiba TOSHIBA SATELLITE P15-S420 3.0GHZ INTEL PENTIUM 4 PROCESSOR W/HYPERTHREADING 512 Toshiba
PSP10U3ZJ97V	Refurbished Toshiba P4/3.0/512/80/15.4/DVD/RW Toshiba
PSP10U3ZJ97VB	Refurbished Toshiba P15-S420P4-3.05128015.4WXGAXPH Toshiba
PSP16C05EE1	OEM Toshiba CALL FOR AVAIL. SAT P10 P4/3.2 80GB 512MB 15 DVD-R/RW 802.11G XPMC Toshiba
PSP16E0EJZ1BT	OEM Toshiba SAT P10-792/P4 3060 512MB 60GB BE Toshiba
PSP16E0EJZ1BTKIT	OEM Toshiba K/SAT P10-792/P4 3060 512MB 60GB BE Toshiba
PSP16E0S2GTFR	Refurbished Toshiba SATELLITE P10-863 PIV3G06 512/60G DVD/MOD/LAN/WIFI TFT15 WXPH Toshiba
PSP20C1U8PW	OEM Toshiba SAT P20 P4/3.2TH 80G 512M 17 DVD-R/RW 802.11G XPMC Toshiba
PSP20E08EPZEN	Refurbished Toshiba SATELLITE P20-S203 P4 3.0GHZ/512MB/80GB/17 WIDE TFT/DVD MULTIDRIVE/WXP HE Toshiba
PSP20U00VY3V	OEM Toshiba P4 2.4 RAM 512 HDD 40GB 17.1 TFT DVD/CDRW 56K/LAN Toshiba
PSP20U00VY3V	Refurbished Toshiba SATELLITE P25-S507 P4 2800/17.0?WIDE XGA/512MB/60GB/DVD-R/RW/MDM/LAN/WI-FI Toshiba
PSP20U00VY3VB	Refurbished Toshiba TOSHIBA SATELLITE P25-S507 P4-2.8GHZ/ 512MB/ 60GB/ DVDR-MULTI/ 56K/ NIC/ WIFI/ 1 Toshiba
PSP20U012RJR	Refurbished Toshiba P25-S607 P4-2.8 512MB 60GB 64MB DDR DVD Toshiba
PSP20U012RJRB	Refurbished Toshiba P4/2.8G/512/60/DVDRW-MULTI/M/N/WF/17" WXGA/WXP-MCE/FRB Toshiba
PSP20U06413V	Refurbished Toshiba SATELLITE P25-S487 P4-3.0 GHZ 512MB/60GB/DVD-CDRW/56K/NIC/WI-FI/17.1WXGA/WXP Toshiba
PSP20U06413VB	Refurbished Toshiba P4 3.0 512/60 DVD/CDRW/17.4 XP Toshiba
PSP20U06TZ36B	Refurbished Toshiba P25-S477P4-2.45124017WXGAXPP Toshiba
PSP20U19PS8R	OEM Toshiba SATELLITE P4-3.0 80GB 1024MB DVD-MULTI XPP Toshiba
PSP20U19PS8R	Refurbished Toshiba TOSHIBA SATELLITE P25-S609 - P4 3 GHZ - RAM 1GB - HD 80GB - DVD MULTI RECORDER - Toshiba
PSP20U19PS8RB	Refurbished Toshiba P4 3.0/1024/80GB/DVDRW 17.4WIDE REFURB Toshiba
PSP20U1LG7V6B	Refurbished Toshiba P4 2.8/512/60GB/DVDRW/17 WIDE XP Toshiba
PSP20U1LKF3V	OEM Toshiba TOSHIBA SATELLITE P25- S509 P4/2.8GHZ 512MB/80GB/DVD-RW 56K 10/100 ETHERNET WIFI Toshiba
PSP20U1LKF3V	Refurbished Toshiba TOSHIBA SATELLIE P25- S509 PIV/2.8GHZ 512/80GB/ DVD-RW /56K/10-100/802.11G/ 17IN Toshiba
PSP20U1LKF3VB	Refurbished Toshiba (REFURBISHED) TOSHIBA SATELLITE P25-S509 PENTIUM IV 2.80 GHZ 17.0 XGA 512 80 DVD Toshiba
PSP20U1NJQ3V	Refurbished Toshiba NOTEBOOK 3.0GHZ HT HDD 80GB 17.0 IN. XGA 1440X900 Toshiba
PSP20U1NJQ3VB	Refurbished Toshiba TOSHIBA SATELLITE P25-S5093 P4-3.06GHZ/ 512MB/ 80GB/ DVDR-RW/ 56K/ NIC/ WIFI/ 17 Toshiba
PSP20U3F68ZH	OEM Toshiba TOSHIBA INTL SPA P25-S520 P4-3.0GZ Toshiba
PSP20U3F68ZV	OEM Toshiba P4/3.06G/512M/80G/DVDRW-MULTI/M/N/WF/17" WXGA/WXP/NEW Toshiba
PSP20U3F68ZV	Refurbished Toshiba P25-S520 P4 3.06GHZ/512MB/80GB/DVD+/-RW/56K/NIC/WIFI/17WXGA/WXP Toshiba
PSP20U4E5PZ6	OEM Toshiba P4/3.06G/512M/60G/DVDRW-MD/M/N/WF/17" WXGA/WXP/NEW Toshiba
PSP20U4EJ7HV	Refurbished Toshiba INTEL? PENTIUM? 4 PROCESSOR W/HT TECHNOLOGY 3.06GHZ 512MB SDRAM 80GB HD DVD+-R/+ Toshiba
PSP20U4EJ7HVV03	Refurbished Toshiba TOSHIBA SATELLITE P25-S5263 3.06P4/80G/512/17'' WXGA/DVD-SUPERMULTI/802.11G/NIC/ Toshiba
PSP20U5091HV	OEM Toshiba P25-S526 P4 3.2GHZ/512MB/80GB/DVD+/-RW/56K/NIC/WIFI/17"WXGA/WXP Toshiba
PSP20U5091HV	Refurbished Toshiba PENTIUM 4-3.2GHZ 512MB 80GB DVD-RW SUPER-MULTI 56K MODEM NETWORK CARD WIRELESS 8 Toshiba
PSP26C0JQR7	OEM Toshiba CALL FOR AVAIL. SAT P20 P4/3.4 80GB 1GB 17 DVD 802.11G XPMCE Toshiba
PSP26C0JQR7F	OEM Toshiba 001 SATELLITE P20-QR7 P4 3.40GHZ FR 80GB 1GB 17TFT DVD W/M/L XP MCE Toshiba
PSP26E025E9BT	OEM Toshiba SAT P20-552/P4 3200 1GB 80GB BE Toshiba
PSP26E02K39BT	OEM Toshiba SAT P20-101/P4 3000 512GB 60GB Toshiba
PSP26E02NH9GR	OEM Toshiba TOSHIBA SATELLITE P20-932 - P4 3 GHZ - RAM 512MB - HD 60GB - DVD RW / DVD-RAM - Toshiba
PSP26E07GGWGR	OEM Toshiba TOSHIBA SATELLITE P20-962 - P4 3 GHZ - RAM 512MB - HD 80GB - DVD RW / DVD-RAM - Toshiba
PSP26U00DJ8R	OEM Toshiba TOSHIBA SATELLITE P25-S670 P4-3.2GHZ 512MB/80GB/DVD+/-RW/56K/10-100 WLAN 17INCH Toshiba
PSP26U0GMQZR	OEM Toshiba P25-S676 P4 3.4GHZ/512MB/80GB/DVD+/-RW/WIFI/NIC/56K/17" WXGA/WXP Toshiba
PSP26U0GMQZR	Refurbished Toshiba SATELLITE P25-S676 P4-3.4GHZ/512MB/80GB/DVD SUPER-MULTI/56K/NIC/802.11A+B+G/17"W Toshiba
PSP30CMH100EF	OEM Toshiba 001 SATELLITE P30-MH1 P4-3.33GHZ FR 1GB 80GB XPH 17-WXGA DVD+-WR/CDRW Toshiba
PSP30CRV200	OEM Toshiba TOSHIBA SATELLITE P30-BTO P4-3.0G 512MB 100GB DVDRW 56K 10/100 802.11G 128MB 17W Toshiba
PSP30CRV200E	OEM Toshiba TOSHIBA SATELLITE P30 P4 3.06GHZ 512MB 100GB R9600 DVD-RW WLAN 17IN WXGA TRUBRIT Toshiba
PSP30CRV200E	Refurbished Toshiba TOSHIBA SATELLITE P30 P4 3.06GHZ 512MB 100GB R9600 DVD-RW WLAN 17IN WXGA TRUBRIT Toshiba
PSP30CRV200EOPY	OEM Toshiba TOSHIBA SATELLITE P30-BTO P4-3.0G 512MB 100GB DVDRW 56K 10/100 802.11G 128MB 17W Toshiba
PSP30E01D01EBT	OEM Toshiba SAT P30-109/P 3060 512MB 60GB XPH Toshiba
PSP30U01Q001	OEM Toshiba TOSHIBA SATELLITE P35-S609 Toshiba
PSP30U01Q001	Refurbished Toshiba (REFURB) TOSHIBA SATELLITE P35-S609 NOTEBOOK 3.2GHZ PENTIUM 4 W/ HT TECHNOLOGY 5 Toshiba
PSP30U01Q001B	Refurbished Toshiba P4/HT3.2G/512M/80G/DVDRW-MD/M/N/WF/17" TBWXGA/WXP/FRB Toshiba
PSP30U01R001	OEM Toshiba P4/HT3.3G/512M/100G/DVDRW-MD/M/N/WF/17" WXGA/WXP/NEW Toshiba
PSP30U01S001	OEM Toshiba PENTIUM? 4 PROCESSOR 538 3.2 GHZ 512MB RAM (2048MB MAX) 80GB HARD DRIVE 17" WIDE Toshiba
PSP30U01S001	Refurbished Toshiba PENTIUM? 4 PROCESSOR 538 3.2 GHZ 512MB RAM (2048MB MAX) 80GB HARD DRIVE 17" WIDE Toshiba
PSP30U01S001V03	OEM Toshiba TOSHIBA SATELLITE P35-S6292 3.2P4/80G/512/17'' WXGA/DVD-SUPERMULTI/802.11G/NIC/5 Toshiba
PSP30U01S001V03	Refurbished Toshiba TOSHIBA SATELLITE P35-S6292 3.2P4/80G/512/17'' WXGA/DVD-SUPERMULTI/802.11G/NIC/5 Toshiba
PSP30U01U015	Refurbished Toshiba CELERON 2.8GHZ 256MB RAM 40GB HDD DVD-ROM/CD-RW 56K MODEM NETWORK CARD WIRELESS Toshiba
PSP30U01U015B	Refurbished Toshiba PSP30U 0 0 0 0 0 0 0 Toshiba
PSP30U025001	Refurbished Toshiba P35-S629P4-548HT-3.351210017WXGAXPH Toshiba
PSP30U0EZ01W	OEM Toshiba PENTIUM 4-2.8GHZ 512MB RAM 40GB HDD DVD-ROM/CD-RW 56K MODEM NETWORK CARD WIRELES Toshiba
PSP30U0EZ01W	Refurbished Toshiba PENTIUM 4-2.8GHZ 512MB RAM 40GB HDD DVD-ROM/CD-RW 56K MODEM NETWORK CARD WIRELES Toshiba
PSP30U1C701V	OEM Toshiba PENTIUM 4 3.2GHZ 512MB RAM 60GB HDD DVD-RW(DL)/CD-RW 56K MODEM NETWORK CARD WIRE Toshiba
PSP30U1C701V	Refurbished Toshiba PENTIUM 4 3.2GHZ 512MB RAM 60GB HDD DVD-RW(DL)/CD-RW 56K MODEM NETWORK CARD WIRE Toshiba
PSP30U1GG01YB	Refurbished Toshiba P30 0 0 0 0 0 0 0 Toshiba
PSP30U20F001B	Refurbished Toshiba PSP30U 0 0 0 0 0 0 0 Toshiba
PSP30U20H001	Refurbished Toshiba P35-S611 P4-548-3.3 512 100 17 WXGA DVD SUPER XPH Toshiba
PSP30U20N001	OEM Toshiba TOSHIBA SATELLITE P35-S6112 Toshiba
PSP30U20N001	Refurbished Toshiba PENTIUM 4-3.4GHZ 512MB RAM 100GB HARD DRIVE DVD-RW/CD-RW 56K MODEM NETWORK CARD Toshiba
PSP30U20N001B	Refurbished Toshiba P35 0 0 0 0 0 0 0 Toshiba
PSP30U20N001V03	OEM Toshiba TOSHIBA SATELLITE P35-S6112 3.46P4 100GB 512MB 17 WXGA DVD-SUPERMULTI 802.11G WX Toshiba
PSP30U20N001V03	Refurbished Toshiba TOSHIBA SATELLITE P35-S6112 3.46P4 100GB 512MB 17 WXGA DVD-SUPERMULTI 802.11G WX Toshiba
PSP30U21V001V03	Refurbished Toshiba TOSHIBA SATELLITE P35-S605 3.46P4 100GB 512MB 17 TRUEBRITE WXGA DVD-SUPERMULTI 8 Toshiba
PSP30U22N015	OEM Toshiba PENTIUM 4 3.2GHZ 1GB RAM 60GB HDD DVD-ROM/CD-RW 56K MODEM NETWORK CARD WIRELESS Toshiba
PSP30U22N015	Refurbished Toshiba PENTIUM 4 3.2GHZ 1GB RAM 60GB HDD DVD-ROM/CD-RW 56K MODEM NETWORK CARD WIRELESS Toshiba
PSP30U23C015B	Refurbished Toshiba P30 0 0 0 0 0 0 0 Toshiba
PSP30U26H015B	Refurbished Toshiba P30 0 0 0 0 0 0 0 Toshiba
PSPA0U018006	OEM TOSHIBA SATELLITE P105-S6014 - CORE DUO T2300 / 1.66 GHZ - CENTRINO DUO - RAM : 1 GB - HD : 160 GB - DVD¦RW (¦R DL) / DVD-RAM - 802.11A/B/G - FINGERPRINT READER - WIN XP MCE 2005 - 17 WIDESCREEN TFT 1440 X 900 ( WXGA+ ) Toshiba
PSPA0U018006	Refurbished TOSHIBA SATELLITE P105-S6014 - CORE DUO T2300 / 1.66 GHZ - CENTRINO DUO - RAM : 1 GB - HD : 160 GB - DVD¦RW (¦R DL) / DVD-RAM - 802.11A/B/G - FINGERPRINT READER - WIN XP MCE 2005 - 17 WIDESCREEN TFT 1440 X 900 ( WXGA+ ) Toshiba
PSPA0U02S01M	OEM TOSHIBA SATELLITE P105-S6024 - CORE DUO T2050 / 1.6 GHZ - CENTRINO DUO - RAM : 1 GB - HD : 100 GB - DVD¦RW (¦R DL) / DVD-RAM - 802.11A/B/G - WIN XP MCE 2005 - 17 WIDESCREEN TFT 1440 X 900 ( WXGA+ ) Toshiba
PSPA0U02S01M	Refurbished TOSHIBA SATELLITE P105-S6024 - CORE DUO T2050 / 1.6 GHZ - CENTRINO DUO - RAM : 1 GB - HD : 100 GB - DVD¦RW (¦R DL) / DVD-RAM - 802.11A/B/G - WIN XP MCE 2005 - 17 WIDESCREEN TFT 1440 X 900 ( WXGA+ ) Toshiba
PSPA0U06T01M	OEM TOSHIBA SATELLITE P105 - CORE DUO 1.83GHZ - 2048MB RAM - 160GB HARD DRIVE - DVD +/- RW - WIN XP MCE - 17IN XGA+ WIDESCREEN Toshiba
PSPA0U06T01M	Refurbished TOSHIBA SATELLITE P105 - CORE DUO 1.83GHZ - 2048MB RAM - 160GB HARD DRIVE - DVD +/- RW - WIN XP MCE - 17IN XGA+ WIDESCREEN Toshiba
PSPAAU01K00S	OEM TOSHIBA SATELLITE P105-S6147 - PENTIUM DUAL CORE T2060 / 1.6 GHZ - RAM : 1 GB - HD : 120 GB - DVD¦RW (¦R DL) / DVD-RAM - WLAN : 802.11B/G - MICROSOFT WINDOWS VISTA HOME PREMIUM - 17 WIDESCREEN TFT 1440 X 900 ( WXGA+ ) Toshiba
PSPAAU01K00S	Refurbished TOSHIBA SATELLITE P105-S6147 - PENTIUM DUAL CORE T2060 / 1.6 GHZ - RAM : 1 GB - HD : 120 GB - DVD¦RW (¦R DL) / DVD-RAM - WLAN : 802.11B/G - MICROSOFT WINDOWS VISTA HOME PREMIUM - 17 WIDESCREEN TFT 1440 X 900 ( WXGA+ ) Toshiba
PSPAGU00J00X	OEM TOSHIBA SATELLITE P105-S9339 - CORE 2 DUO T7200 / 2 GHZ - CENTRINO DUO - RAM 2 GB - HDD 200 GB - DVD¦RW (¦R DL) / DVD-RAM - GF GO 7900 GS - GIGABIT ETHERNET - WLAN : 802.11A/B/G BLUETOOTH 2.0 EDR - FINGERPRINT READER - VISTA ULTIMATE - 17 WIDESCRE
